timestamp,route,stop_id,passenger_count,boardings,alightings,weather,is_holiday,hour,day_of_week,capacity,is_peak,overloaded
2025-01-14 00:00:00,R1,S8,27,3,3,Clear,0,0,Tuesday,55,0,0
2025-01-14 01:00:00,R4,S12,25,2,4,Rainy,0,1,Tuesday,40,0,0
2025-01-14 02:00:00,R3,S12,22,4,4,Clear,0,2,Tuesday,45,0,0
2025-01-14 03:00:00,R3,S14,23,5,8,Rainy,0,3,Tuesday,45,0,0
2025-01-14 04:00:00,R2,S15,31,8,4,Clear,0,4,Tuesday,50,0,0
2025-01-14 05:00:00,R1,S15,22,2,2,Clear,0,5,Tuesday,55,0,0
2025-01-14 06:00:00,R1,S9,30,4,3,Rainy,0,6,Tuesday,55,0,0
2025-01-14 07:00:00,R1,S19,53,9,3,Clear,0,7,Tuesday,55,1,0
2025-01-14 08:00:00,R2,S20,37,2,3,Rainy,0,8,Tuesday,50,1,0
2025-01-14 09:00:00,R3,S8,44,5,6,Clear,0,9,Tuesday,45,1,0
2025-01-14 10:00:00,R3,S19,31,6,3,Rainy,0,10,Tuesday,45,0,0
2025-01-14 11:00:00,R1,S6,34,6,4,Clear,1,11,Tuesday,55,0,0
2025-01-14 12:00:00,R4,S20,31,6,3,Rainy,0,12,Tuesday,40,0,0
2025-01-14 13:00:00,R3,S19,27,5,5,Clear,0,13,Tuesday,45,0,0
2025-01-14 14:00:00,R2,S4,17,5,3,Clear,0,14,Tuesday,50,0,0
2025-01-14 15:00:00,R2,S7,26,5,5,Clear,0,15,Tuesday,50,0,0
2025-01-14 16:00:00,R2,S4,18,5,7,Rainy,0,16,Tuesday,50,0,0
2025-01-14 17:00:00,R1,S12,34,2,4,Clear,0,17,Tuesday,55,1,0
2025-01-14 18:00:00,R2,S13,40,2,2,Cloudy,0,18,Tuesday,50,1,0
2025-01-14 19:00:00,R3,S3,38,7,5,Clear,0,19,Tuesday,45,1,0
2025-01-14 20:00:00,R1,S12,23,4,8,Rainy,0,20,Tuesday,55,0,0
2025-01-14 21:00:00,R1,S2,31,5,4,Rainy,0,21,Tuesday,55,0,0
2025-01-14 22:00:00,R1,S2,17,2,8,Rainy,0,22,Tuesday,55,0,0
2025-01-14 23:00:00,R1,S9,18,4,3,Rainy,0,23,Tuesday,55,0,0
2025-01-15 00:00:00,R4,S1,21,6,6,Clear,0,0,Wednesday,40,0,0
2025-01-15 01:00:00,R3,S8,21,3,4,Clear,0,1,Wednesday,45,0,0
2025-01-15 02:00:00,R2,S6,28,6,2,Clear,0,2,Wednesday,50,0,0
2025-01-15 03:00:00,R1,S6,23,3,5,Clear,1,3,Wednesday,55,0,0
2025-01-15 04:00:00,R2,S18,31,9,2,Clear,0,4,Wednesday,50,0,0
2025-01-15 05:00:00,R2,S17,29,0,4,Clear,0,5,Wednesday,50,0,0
2025-01-15 06:00:00,R1,S12,28,2,2,Clear,1,6,Wednesday,55,0,0
2025-01-15 07:00:00,R2,S6,33,3,2,Clear,0,7,Wednesday,50,1,0
2025-01-15 08:00:00,R2,S8,51,9,3,Rainy,0,8,Wednesday,50,1,1
2025-01-15 09:00:00,R2,S19,22,4,4,Clear,0,9,Wednesday,50,1,0
2025-01-15 10:00:00,R2,S10,21,7,3,Clear,0,10,Wednesday,50,0,0
2025-01-15 11:00:00,R1,S1,30,6,4,Rainy,0,11,Wednesday,55,0,0
2025-01-15 12:00:00,R2,S13,29,9,3,Clear,1,12,Wednesday,50,0,0
2025-01-15 13:00:00,R2,S17,22,4,3,Clear,0,13,Wednesday,50,0,0
2025-01-15 14:00:00,R2,S3,25,7,3,Clear,0,14,Wednesday,50,0,0
2025-01-15 15:00:00,R4,S8,18,3,6,Rainy,0,15,Wednesday,40,0,0
2025-01-15 16:00:00,R3,S14,25,5,2,Clear,0,16,Wednesday,45,0,0
2025-01-15 17:00:00,R1,S3,39,4,5,Clear,0,17,Wednesday,55,1,0
2025-01-15 18:00:00,R1,S16,36,2,2,Clear,0,18,Wednesday,55,1,0
2025-01-15 19:00:00,R2,S13,28,1,4,Clear,0,19,Wednesday,50,1,0
2025-01-15 20:00:00,R1,S20,23,2,1,Rainy,0,20,Wednesday,55,0,0
2025-01-15 21:00:00,R2,S17,24,5,7,Rainy,0,21,Wednesday,50,0,0
2025-01-15 22:00:00,R4,S13,34,5,4,Rainy,1,22,Wednesday,40,0,0
2025-01-15 23:00:00,R2,S6,24,5,1,Clear,0,23,Wednesday,50,0,0
2025-01-16 00:00:00,R2,S17,40,8,2,Rainy,0,0,Thursday,50,0,0
2025-01-16 01:00:00,R2,S14,28,6,4,Clear,0,1,Thursday,50,0,0
2025-01-16 02:00:00,R2,S17,22,3,4,Clear,0,2,Thursday,50,0,0
2025-01-16 03:00:00,R2,S8,19,3,7,Clear,0,3,Thursday,50,0,0
2025-01-16 04:00:00,R4,S11,27,5,2,Rainy,0,4,Thursday,40,0,0
2025-01-16 05:00:00,R2,S20,15,3,9,Cloudy,0,5,Thursday,50,0,0
2025-01-16 06:00:00,R4,S1,24,2,4,Clear,1,6,Thursday,40,0,0
2025-01-16 07:00:00,R4,S7,36,6,6,Cloudy,0,7,Thursday,40,1,0
2025-01-16 08:00:00,R1,S17,39,6,3,Rainy,0,8,Thursday,55,1,0
2025-01-16 09:00:00,R1,S10,35,6,5,Clear,0,9,Thursday,55,1,0
2025-01-16 10:00:00,R1,S11,24,6,3,Rainy,0,10,Thursday,55,0,0
2025-01-16 11:00:00,R1,S9,30,7,1,Clear,0,11,Thursday,55,0,0
2025-01-16 12:00:00,R1,S9,37,2,3,Rainy,0,12,Thursday,55,0,0
2025-01-16 13:00:00,R3,S5,37,7,0,Rainy,0,13,Thursday,45,0,0
2025-01-16 14:00:00,R1,S17,34,4,4,Clear,0,14,Thursday,55,0,0
2025-01-16 15:00:00,R1,S9,26,5,9,Cloudy,0,15,Thursday,55,0,0
2025-01-16 16:00:00,R3,S17,26,5,2,Clear,0,16,Thursday,45,0,0
2025-01-16 17:00:00,R1,S19,41,5,8,Rainy,0,17,Thursday,55,1,0
2025-01-16 18:00:00,R3,S7,30,4,5,Clear,0,18,Thursday,45,1,0
2025-01-16 19:00:00,R1,S9,26,4,3,Rainy,0,19,Thursday,55,1,0
2025-01-16 20:00:00,R1,S7,37,3,5,Clear,0,20,Thursday,55,0,0
2025-01-16 21:00:00,R3,S13,30,3,4,Rainy,0,21,Thursday,45,0,0
2025-01-16 22:00:00,R2,S11,27,7,3,Clear,0,22,Thursday,50,0,0
2025-01-16 23:00:00,R4,S14,21,5,4,Cloudy,0,23,Thursday,40,0,0
2025-01-17 00:00:00,R3,S19,28,4,3,Clear,0,0,Friday,45,0,0
2025-01-17 01:00:00,R3,S11,37,9,2,Clear,0,1,Friday,45,0,0
2025-01-17 02:00:00,R1,S13,17,5,10,Clear,0,2,Friday,55,0,0
2025-01-17 03:00:00,R1,S14,18,5,7,Rainy,0,3,Friday,55,0,0
2025-01-17 04:00:00,R3,S13,29,6,4,Clear,0,4,Friday,45,0,0
2025-01-17 05:00:00,R3,S1,20,6,7,Clear,0,5,Friday,45,0,0
2025-01-17 06:00:00,R4,S8,26,6,2,Rainy,0,6,Friday,40,0,0
2025-01-17 07:00:00,R2,S12,32,4,5,Rainy,0,7,Friday,50,1,0
2025-01-17 08:00:00,R2,S19,35,3,5,Clear,0,8,Friday,50,1,0
2025-01-17 09:00:00,R3,S12,40,4,8,Clear,0,9,Friday,45,1,0
2025-01-17 10:00:00,R1,S8,33,5,3,Clear,0,10,Friday,55,0,0
2025-01-17 11:00:00,R4,S8,19,2,4,Cloudy,0,11,Friday,40,0,0
2025-01-17 12:00:00,R4,S13,24,6,5,Rainy,0,12,Friday,40,0,0
2025-01-17 13:00:00,R2,S12,19,0,4,Rainy,0,13,Friday,50,0,0
2025-01-17 14:00:00,R3,S16,32,9,3,Rainy,0,14,Friday,45,0,0
2025-01-17 15:00:00,R3,S1,29,3,2,Clear,0,15,Friday,45,0,0
2025-01-17 16:00:00,R1,S13,39,10,6,Clear,0,16,Friday,55,0,0
2025-01-17 17:00:00,R4,S7,37,4,3,Clear,0,17,Friday,40,1,0
2025-01-17 18:00:00,R2,S5,36,4,2,Clear,0,18,Friday,50,1,0
2025-01-17 19:00:00,R3,S8,42,7,3,Cloudy,0,19,Friday,45,1,0
2025-01-17 20:00:00,R1,S14,31,5,1,Clear,0,20,Friday,55,0,0
2025-01-17 21:00:00,R4,S13,21,4,3,Cloudy,0,21,Friday,40,0,0
2025-01-17 22:00:00,R2,S15,28,10,2,Cloudy,0,22,Friday,50,0,0
2025-01-17 23:00:00,R1,S17,32,5,5,Rainy,0,23,Friday,55,0,0
2025-01-18 00:00:00,R4,S15,22,7,8,Clear,0,0,Saturday,40,0,0
2025-01-18 01:00:00,R1,S20,22,3,3,Clear,0,1,Saturday,55,0,0
2025-01-18 02:00:00,R1,S18,36,4,2,Clear,0,2,Saturday,55,0,0
2025-01-18 03:00:00,R4,S18,28,3,2,Rainy,1,3,Saturday,40,0,0
2025-01-18 04:00:00,R4,S2,15,2,6,Clear,0,4,Saturday,40,0,0
2025-01-18 05:00:00,R2,S4,19,3,3,Clear,0,5,Saturday,50,0,0
2025-01-18 06:00:00,R2,S1,26,6,5,Rainy,0,6,Saturday,50,0,0
2025-01-18 07:00:00,R2,S4,27,7,5,Cloudy,1,7,Saturday,50,1,0
2025-01-18 08:00:00,R1,S18,37,5,6,Cloudy,0,8,Saturday,55,1,0
2025-01-18 09:00:00,R1,S5,37,3,3,Clear,0,9,Saturday,55,1,0
2025-01-18 10:00:00,R3,S19,31,3,3,Cloudy,0,10,Saturday,45,0,0
2025-01-18 11:00:00,R3,S15,23,7,6,Rainy,0,11,Saturday,45,0,0
2025-01-18 12:00:00,R3,S8,21,3,5,Rainy,0,12,Saturday,45,0,0
2025-01-18 13:00:00,R3,S20,20,4,3,Clear,0,13,Saturday,45,0,0
2025-01-18 14:00:00,R1,S17,33,7,4,Rainy,0,14,Saturday,55,0,0
2025-01-18 15:00:00,R2,S1,24,4,1,Rainy,0,15,Saturday,50,0,0
2025-01-18 16:00:00,R1,S12,14,2,3,Clear,0,16,Saturday,55,0,0
2025-01-18 17:00:00,R2,S19,32,3,5,Clear,0,17,Saturday,50,1,0
2025-01-18 18:00:00,R2,S15,47,2,7,Rainy,0,18,Saturday,50,1,0
2025-01-18 19:00:00,R4,S9,43,8,2,Cloudy,0,19,Saturday,40,1,1
2025-01-18 20:00:00,R2,S7,32,6,5,Cloudy,0,20,Saturday,50,0,0
2025-01-18 21:00:00,R1,S2,25,12,6,Clear,0,21,Saturday,55,0,0
2025-01-18 22:00:00,R1,S9,28,4,3,Clear,0,22,Saturday,55,0,0
2025-01-18 23:00:00,R3,S10,17,3,8,Clear,0,23,Saturday,45,0,0
2025-01-19 00:00:00,R2,S2,21,1,1,Rainy,0,0,Sunday,50,0,0
2025-01-19 01:00:00,R1,S19,25,6,5,Rainy,0,1,Sunday,55,0,0
2025-01-19 02:00:00,R1,S11,22,2,5,Clear,0,2,Sunday,55,0,0
2025-01-19 03:00:00,R3,S13,17,4,4,Cloudy,0,3,Sunday,45,0,0
2025-01-19 04:00:00,R1,S10,29,4,5,Rainy,0,4,Sunday,55,0,0
2025-01-19 05:00:00,R3,S14,33,5,2,Clear,0,5,Sunday,45,0,0
2025-01-19 06:00:00,R3,S18,26,4,6,Clear,0,6,Sunday,45,0,0
2025-01-19 07:00:00,R1,S19,36,5,2,Clear,0,7,Sunday,55,1,0
2025-01-19 08:00:00,R1,S9,31,7,3,Clear,0,8,Sunday,55,1,0
2025-01-19 09:00:00,R4,S7,46,6,3,Clear,0,9,Sunday,40,1,1
2025-01-19 10:00:00,R2,S3,27,4,2,Rainy,0,10,Sunday,50,0,0
2025-01-19 11:00:00,R2,S20,38,5,5,Rainy,0,11,Sunday,50,0,0
2025-01-19 12:00:00,R3,S6,21,3,3,Clear,0,12,Sunday,45,0,0
2025-01-19 13:00:00,R4,S2,20,1,2,Clear,0,13,Sunday,40,0,0
2025-01-19 14:00:00,R4,S6,20,4,3,Rainy,0,14,Sunday,40,0,0
2025-01-19 15:00:00,R3,S3,32,5,2,Clear,0,15,Sunday,45,0,0
2025-01-19 16:00:00,R2,S16,32,6,3,Cloudy,0,16,Sunday,50,0,0
2025-01-19 17:00:00,R1,S8,29,4,2,Clear,1,17,Sunday,55,1,0
2025-01-19 18:00:00,R3,S2,34,5,3,Clear,0,18,Sunday,45,1,0
2025-01-19 19:00:00,R2,S17,56,7,3,Rainy,0,19,Sunday,50,1,1
2025-01-19 20:00:00,R2,S9,42,5,3,Rainy,1,20,Sunday,50,0,0
2025-01-19 21:00:00,R4,S12,28,5,2,Clear,0,21,Sunday,40,0,0
2025-01-19 22:00:00,R1,S3,24,9,3,Clear,0,22,Sunday,55,0,0
2025-01-19 23:00:00,R2,S11,33,3,6,Rainy,0,23,Sunday,50,0,0
2025-01-20 00:00:00,R1,S1,22,5,2,Clear,0,0,Monday,55,0,0
2025-01-20 01:00:00,R2,S13,18,3,5,Clear,0,1,Monday,50,0,0
2025-01-20 02:00:00,R1,S15,19,5,5,Rainy,0,2,Monday,55,0,0
2025-01-20 03:00:00,R1,S5,24,4,7,Rainy,0,3,Monday,55,0,0
2025-01-20 04:00:00,R1,S17,33,3,5,Rainy,1,4,Monday,55,0,0
2025-01-20 05:00:00,R2,S6,33,7,5,Clear,0,5,Monday,50,0,0
2025-01-20 06:00:00,R3,S11,22,5,5,Clear,0,6,Monday,45,0,0
2025-01-20 07:00:00,R2,S18,38,3,2,Clear,0,7,Monday,50,1,0
2025-01-20 08:00:00,R4,S4,38,3,3,Rainy,1,8,Monday,40,1,0
2025-01-20 09:00:00,R2,S3,53,6,1,Rainy,0,9,Monday,50,1,1
2025-01-20 10:00:00,R1,S13,34,7,4,Clear,0,10,Monday,55,0,0
2025-01-20 11:00:00,R4,S9,21,7,5,Clear,0,11,Monday,40,0,0
2025-01-20 12:00:00,R1,S6,35,4,4,Rainy,0,12,Monday,55,0,0
2025-01-20 13:00:00,R4,S12,23,4,5,Clear,0,13,Monday,40,0,0
2025-01-20 14:00:00,R1,S2,18,1,3,Clear,0,14,Monday,55,0,0
2025-01-20 15:00:00,R4,S3,30,4,5,Clear,0,15,Monday,40,0,0
2025-01-20 16:00:00,R1,S3,26,3,2,Cloudy,0,16,Monday,55,0,0
2025-01-20 17:00:00,R4,S12,46,2,3,Cloudy,0,17,Monday,40,1,1
2025-01-20 18:00:00,R2,S15,33,6,5,Clear,0,18,Monday,50,1,0
2025-01-20 19:00:00,R4,S9,48,2,3,Clear,0,19,Monday,40,1,1
2025-01-20 20:00:00,R1,S8,25,6,5,Clear,0,20,Monday,55,0,0
2025-01-20 21:00:00,R2,S11,29,6,4,Clear,0,21,Monday,50,0,0
2025-01-20 22:00:00,R4,S16,30,6,3,Clear,0,22,Monday,40,0,0
2025-01-20 23:00:00,R2,S4,26,6,3,Clear,0,23,Monday,50,0,0
2025-01-21 00:00:00,R2,S1,22,6,6,Rainy,0,0,Tuesday,50,0,0
2025-01-21 01:00:00,R3,S7,36,5,5,Clear,0,1,Tuesday,45,0,0
2025-01-21 02:00:00,R2,S2,33,7,5,Rainy,0,2,Tuesday,50,0,0
2025-01-21 03:00:00,R2,S5,36,7,5,Rainy,0,3,Tuesday,50,0,0
2025-01-21 04:00:00,R2,S7,36,9,1,Clear,0,4,Tuesday,50,0,0
2025-01-21 05:00:00,R4,S4,33,5,2,Clear,0,5,Tuesday,40,0,0
2025-01-21 06:00:00,R1,S5,29,4,2,Cloudy,0,6,Tuesday,55,0,0
2025-01-21 07:00:00,R1,S1,37,7,8,Rainy,0,7,Tuesday,55,1,0
2025-01-21 08:00:00,R4,S1,40,5,3,Clear,0,8,Tuesday,40,1,0
2025-01-21 09:00:00,R4,S15,40,5,2,Clear,0,9,Tuesday,40,1,0
2025-01-21 10:00:00,R2,S20,31,4,3,Cloudy,0,10,Tuesday,50,0,0
2025-01-21 11:00:00,R2,S19,31,9,5,Clear,0,11,Tuesday,50,0,0
2025-01-21 12:00:00,R1,S10,31,5,2,Clear,0,12,Tuesday,55,0,0
2025-01-21 13:00:00,R1,S18,20,6,7,Cloudy,0,13,Tuesday,55,0,0
2025-01-21 14:00:00,R2,S3,28,0,2,Rainy,0,14,Tuesday,50,0,0
2025-01-21 15:00:00,R2,S11,35,6,3,Rainy,0,15,Tuesday,50,0,0
2025-01-21 16:00:00,R2,S15,25,8,3,Clear,0,16,Tuesday,50,0,0
2025-01-21 17:00:00,R1,S11,33,4,5,Clear,0,17,Tuesday,55,1,0
2025-01-21 18:00:00,R4,S17,43,6,3,Rainy,0,18,Tuesday,40,1,1
2025-01-21 19:00:00,R4,S17,26,3,5,Rainy,0,19,Tuesday,40,1,0
2025-01-21 20:00:00,R3,S6,15,3,4,Clear,0,20,Tuesday,45,0,0
2025-01-21 21:00:00,R2,S5,36,7,2,Cloudy,0,21,Tuesday,50,0,0
2025-01-21 22:00:00,R1,S8,22,4,5,Clear,0,22,Tuesday,55,0,0
2025-01-21 23:00:00,R3,S2,19,2,3,Clear,0,23,Tuesday,45,0,0
2025-01-22 00:00:00,R3,S16,21,1,0,Clear,1,0,Wednesday,45,0,0
2025-01-22 01:00:00,R1,S20,28,7,3,Rainy,0,1,Wednesday,55,0,0
2025-01-22 02:00:00,R4,S12,20,2,6,Rainy,0,2,Wednesday,40,0,0
2025-01-22 03:00:00,R3,S6,35,5,3,Rainy,0,3,Wednesday,45,0,0
2025-01-22 04:00:00,R4,S1,21,6,3,Clear,0,4,Wednesday,40,0,0
2025-01-22 05:00:00,R3,S4,30,7,3,Cloudy,0,5,Wednesday,45,0,0
2025-01-22 06:00:00,R2,S17,19,5,7,Clear,0,6,Wednesday,50,0,0
2025-01-22 07:00:00,R2,S13,37,5,2,Clear,0,7,Wednesday,50,1,0
2025-01-22 08:00:00,R4,S18,44,8,4,Rainy,0,8,Wednesday,40,1,1
2025-01-22 09:00:00,R4,S5,31,5,3,Clear,0,9,Wednesday,40,1,0
2025-01-22 10:00:00,R1,S3,19,6,5,Clear,0,10,Wednesday,55,0,0
2025-01-22 11:00:00,R1,S11,23,3,5,Clear,0,11,Wednesday,55,0,0
2025-01-22 12:00:00,R2,S13,30,9,5,Clear,0,12,Wednesday,50,0,0
2025-01-22 13:00:00,R3,S4,26,5,1,Clear,0,13,Wednesday,45,0,0
2025-01-22 14:00:00,R4,S14,18,5,4,Clear,0,14,Wednesday,40,0,0
2025-01-22 15:00:00,R1,S11,29,7,6,Clear,0,15,Wednesday,55,0,0
2025-01-22 16:00:00,R2,S10,24,4,7,Clear,0,16,Wednesday,50,0,0
2025-01-22 17:00:00,R2,S19,38,6,5,Rainy,0,17,Wednesday,50,1,0
2025-01-22 18:00:00,R4,S18,34,4,2,Clear,0,18,Wednesday,40,1,0
2025-01-22 19:00:00,R3,S6,43,5,1,Rainy,0,19,Wednesday,45,1,0
2025-01-22 20:00:00,R3,S15,44,6,1,Rainy,0,20,Wednesday,45,0,0
2025-01-22 21:00:00,R2,S10,25,2,0,Rainy,0,21,Wednesday,50,0,0
2025-01-22 22:00:00,R2,S5,34,9,3,Rainy,0,22,Wednesday,50,0,0
2025-01-22 23:00:00,R1,S5,15,2,2,Clear,0,23,Wednesday,55,0,0
2025-01-23 00:00:00,R1,S10,28,5,3,Clear,0,0,Thursday,55,0,0
2025-01-23 01:00:00,R4,S5,29,5,4,Rainy,0,1,Thursday,40,0,0
2025-01-23 02:00:00,R3,S3,26,2,4,Rainy,0,2,Thursday,45,0,0
2025-01-23 03:00:00,R4,S6,18,5,5,Clear,1,3,Thursday,40,0,0
2025-01-23 04:00:00,R4,S4,28,10,7,Clear,0,4,Thursday,40,0,0
2025-01-23 05:00:00,R2,S18,27,2,2,Rainy,0,5,Thursday,50,0,0
2025-01-23 06:00:00,R3,S9,29,4,3,Rainy,0,6,Thursday,45,0,0
2025-01-23 07:00:00,R4,S17,43,6,5,Rainy,0,7,Thursday,40,1,1
2025-01-23 08:00:00,R3,S13,39,7,5,Clear,0,8,Thursday,45,1,0
2025-01-23 09:00:00,R1,S15,41,7,2,Clear,0,9,Thursday,55,1,0
2025-01-23 10:00:00,R2,S20,22,3,6,Clear,0,10,Thursday,50,0,0
2025-01-23 11:00:00,R1,S17,13,6,7,Clear,0,11,Thursday,55,0,0
2025-01-23 12:00:00,R4,S13,29,9,3,Cloudy,0,12,Thursday,40,0,0
2025-01-23 13:00:00,R2,S16,24,6,5,Clear,0,13,Thursday,50,0,0
2025-01-23 14:00:00,R1,S4,38,8,5,Clear,0,14,Thursday,55,0,0
2025-01-23 15:00:00,R3,S5,30,7,1,Clear,0,15,Thursday,45,0,0
2025-01-23 16:00:00,R2,S5,39,4,3,Rainy,0,16,Thursday,50,0,0
2025-01-23 17:00:00,R2,S9,33,3,5,Clear,0,17,Thursday,50,1,0
2025-01-23 18:00:00,R1,S17,30,10,7,Rainy,0,18,Thursday,55,1,0
2025-01-23 19:00:00,R3,S13,41,4,4,Cloudy,0,19,Thursday,45,1,0
2025-01-23 20:00:00,R2,S2,23,3,0,Clear,0,20,Thursday,50,0,0
2025-01-23 21:00:00,R3,S13,31,10,5,Clear,0,21,Thursday,45,0,0
2025-01-23 22:00:00,R2,S19,40,12,6,Rainy,0,22,Thursday,50,0,0
2025-01-23 23:00:00,R4,S3,24,2,4,Rainy,0,23,Thursday,40,0,0
2025-01-24 00:00:00,R2,S10,18,3,6,Clear,0,0,Friday,50,0,0
2025-01-24 01:00:00,R2,S2,17,2,3,Clear,0,1,Friday,50,0,0
2025-01-24 02:00:00,R4,S13,28,8,4,Rainy,0,2,Friday,40,0,0
2025-01-24 03:00:00,R2,S19,31,3,1,Clear,0,3,Friday,50,0,0
2025-01-24 04:00:00,R1,S17,25,7,3,Clear,0,4,Friday,55,0,0
2025-01-24 05:00:00,R1,S14,22,5,6,Rainy,0,5,Friday,55,0,0
2025-01-24 06:00:00,R3,S12,28,6,3,Clear,0,6,Friday,45,0,0
2025-01-24 07:00:00,R2,S12,40,2,4,Rainy,0,7,Friday,50,1,0
2025-01-24 08:00:00,R3,S11,21,4,2,Clear,0,8,Friday,45,1,0
2025-01-24 09:00:00,R1,S7,40,9,6,Clear,0,9,Friday,55,1,0
2025-01-24 10:00:00,R1,S4,37,7,10,Rainy,0,10,Friday,55,0,0
2025-01-24 11:00:00,R1,S19,16,4,6,Clear,0,11,Friday,55,0,0
2025-01-24 12:00:00,R2,S1,32,3,1,Rainy,0,12,Friday,50,0,0
2025-01-24 13:00:00,R2,S3,16,1,7,Clear,0,13,Friday,50,0,0
2025-01-24 14:00:00,R2,S13,23,5,6,Clear,0,14,Friday,50,0,0
2025-01-24 15:00:00,R2,S15,19,2,2,Clear,0,15,Friday,50,0,0
2025-01-24 16:00:00,R4,S2,37,7,4,Rainy,0,16,Friday,40,0,0
2025-01-24 17:00:00,R1,S11,31,6,9,Clear,0,17,Friday,55,1,0
2025-01-24 18:00:00,R2,S4,40,4,1,Clear,0,18,Friday,50,1,0
2025-01-24 19:00:00,R3,S19,30,6,4,Clear,0,19,Friday,45,1,0
2025-01-24 20:00:00,R2,S17,34,4,4,Rainy,0,20,Friday,50,0,0
2025-01-24 21:00:00,R2,S3,23,4,3,Clear,0,21,Friday,50,0,0
2025-01-24 22:00:00,R4,S18,22,5,5,Cloudy,0,22,Friday,40,0,0
2025-01-24 23:00:00,R4,S8,14,4,2,Cloudy,0,23,Friday,40,0,0
2025-01-25 00:00:00,R1,S19,30,6,3,Clear,0,0,Saturday,55,0,0
2025-01-25 01:00:00,R4,S5,30,9,1,Clear,0,1,Saturday,40,0,0
2025-01-25 02:00:00,R2,S7,19,4,7,Cloudy,0,2,Saturday,50,0,0
2025-01-25 03:00:00,R1,S8,15,3,10,Clear,0,3,Saturday,55,0,0
2025-01-25 04:00:00,R2,S5,28,6,3,Cloudy,0,4,Saturday,50,0,0
2025-01-25 05:00:00,R4,S17,32,5,2,Clear,0,5,Saturday,40,0,0
2025-01-25 06:00:00,R2,S5,33,6,4,Clear,0,6,Saturday,50,0,0
2025-01-25 07:00:00,R1,S4,23,2,8,Cloudy,0,7,Saturday,55,1,0
2025-01-25 08:00:00,R2,S19,38,3,3,Clear,0,8,Saturday,50,1,0
2025-01-25 09:00:00,R1,S2,30,1,7,Clear,0,9,Saturday,55,1,0
2025-01-25 10:00:00,R1,S11,20,5,10,Rainy,0,10,Saturday,55,0,0
2025-01-25 11:00:00,R1,S13,25,7,3,Cloudy,0,11,Saturday,55,0,0
2025-01-25 12:00:00,R1,S15,20,3,6,Clear,0,12,Saturday,55,0,0
2025-01-25 13:00:00,R1,S12,30,3,4,Cloudy,0,13,Saturday,55,0,0
2025-01-25 14:00:00,R1,S11,38,8,2,Rainy,0,14,Saturday,55,0,0
2025-01-25 15:00:00,R2,S7,26,3,4,Cloudy,0,15,Saturday,50,0,0
2025-01-25 16:00:00,R1,S5,24,1,2,Rainy,0,16,Saturday,55,0,0
2025-01-25 17:00:00,R1,S17,40,5,2,Rainy,0,17,Saturday,55,1,0
2025-01-25 18:00:00,R4,S20,42,12,6,Rainy,0,18,Saturday,40,1,1
2025-01-25 19:00:00,R2,S9,39,4,6,Clear,0,19,Saturday,50,1,0
2025-01-25 20:00:00,R3,S14,25,6,3,Cloudy,1,20,Saturday,45,0,0
2025-01-25 21:00:00,R1,S12,22,3,2,Clear,0,21,Saturday,55,0,0
2025-01-25 22:00:00,R1,S6,18,6,5,Clear,0,22,Saturday,55,0,0
2025-01-25 23:00:00,R1,S17,26,8,3,Rainy,0,23,Saturday,55,0,0
2025-01-26 00:00:00,R1,S19,29,7,4,Clear,0,0,Sunday,55,0,0
2025-01-26 01:00:00,R1,S19,21,5,4,Rainy,0,1,Sunday,55,0,0
2025-01-26 02:00:00,R1,S16,20,3,5,Rainy,0,2,Sunday,55,0,0
2025-01-26 03:00:00,R1,S12,36,5,2,Clear,1,3,Sunday,55,0,0
2025-01-26 04:00:00,R1,S12,32,11,4,Clear,0,4,Sunday,55,0,0
2025-01-26 05:00:00,R2,S20,27,3,4,Clear,0,5,Sunday,50,0,0
2025-01-26 06:00:00,R1,S6,34,16,5,Cloudy,0,6,Sunday,55,0,0
2025-01-26 07:00:00,R2,S4,43,5,2,Rainy,0,7,Sunday,50,1,0
2025-01-26 08:00:00,R2,S6,20,0,3,Clear,0,8,Sunday,50,1,0
2025-01-26 09:00:00,R3,S11,34,5,7,Cloudy,1,9,Sunday,45,1,0
2025-01-26 10:00:00,R1,S1,22,5,4,Clear,0,10,Sunday,55,0,0
2025-01-26 11:00:00,R3,S15,27,3,7,Clear,1,11,Sunday,45,0,0
2025-01-26 12:00:00,R2,S11,24,1,5,Clear,0,12,Sunday,50,0,0
2025-01-26 13:00:00,R1,S19,20,4,6,Clear,0,13,Sunday,55,0,0
2025-01-26 14:00:00,R4,S18,22,5,4,Rainy,0,14,Sunday,40,0,0
2025-01-26 15:00:00,R4,S17,17,2,5,Clear,0,15,Sunday,40,0,0
2025-01-26 16:00:00,R1,S19,25,4,6,Rainy,0,16,Sunday,55,0,0
2025-01-26 17:00:00,R1,S14,39,7,5,Rainy,0,17,Sunday,55,1,0
2025-01-26 18:00:00,R3,S18,31,4,3,Clear,0,18,Sunday,45,1,0
2025-01-26 19:00:00,R3,S19,28,6,4,Clear,1,19,Sunday,45,1,0
2025-01-26 20:00:00,R1,S15,24,6,5,Clear,0,20,Sunday,55,0,0
2025-01-26 21:00:00,R1,S15,25,7,5,Clear,0,21,Sunday,55,0,0
2025-01-26 22:00:00,R2,S4,32,8,3,Clear,0,22,Sunday,50,0,0
2025-01-26 23:00:00,R2,S7,25,4,3,Clear,0,23,Sunday,50,0,0
